237	242	64
240	99	31
249	190	25
246	169	44
202	136	50
15	122	88
34	133	102
157	191	180
89	110	103
42	71	62
89	158	136
26	84	66
2	26	18
121	171	155
97	212	175
49	212	160
18	120	88
13	64	48
68	150	124
94	111	133
