84	133	103
157	186	169
37	100	64
81	131	100
102	146	120
146	178	159
128	165	144
120	159	137
125	163	141
92	140	111
167	193	179
172	196	183
103	146	120
71	125	92
189	206	196
142	175	156
126	164	142
214	223	216
224	176	69
221	175	72
235	193	95
216	166	63
241	197	94
243	191	71
233	196	105
245	200	88
237	200	112
227	179	72
196	148	50
240	230	197
241	228	191
243	223	167
