227	0	26
251	14	41
188	0	57
222	1	78
174	14	132
130	1	126
85	11	130
17	16	131
8	36	89
4	135	180
2	142	183
64	167	50
115	193	79
153	209	65
153	209	54
229	243	30
255	255	0
255	242	76
255	178	0
255	178	0
255	140	0
255	115	0
255	89	0
