121	127	130
196	209	215
250	234	189
234	188	64
249	237	187
59	50	29
210	185	115
237	209	130
46	41	30
65	60	50
64	60	50
65	60	50
65	60	50
46	40	31
135	127	109
148	138	114
156	145	120
228	170	101
241	190	129
248	232	214
255	204	4
251	242	209
255	212	59
252	243	194
254	230	131
203	150	77
227	172	99
245	242	240
181	178	177
240	237	235
140	137	124
247	215	207
240	232	230
239	239	255
174	142	220
230	235	240
