255	229	0
250	165	0
184	222	16
112	164	33
103	188	216
24	63	151
145	102	159
115	0	19
255	245	0
246	214	211
231	231	233
240	240	209
246	224	192
242	232	219
246	216	201
239	216	194
240	240	209
224	235	201
218	233	199
123	71	9
110	72	25
88	18	4
57	13	2
115	45	28
131	102	86
236	226	216
236	218	237
223	218	237
